text,label
You can go cinema without me.,0
The dog wagged its tail happily.,1
He happy because birthday.,0
The garden is full of blooming flowers.,1
She can plays guitar very well.,0
Water boils at 100 degrees Celsius.,1
I goes to school every day.,0
She came in quietly so as not to wake the baby.,1
I needing your help to finish this.,0
"Despite the rain, we had a great time at the concert.",1
The dinner was very taste.,0
The sun rises in the east and sets in the west.,1
She beautiful girl who loves dogs.,0
It's raining cats and dogs.,1
I need to buy apple.,0
Shakespeare was a playwright and a poet.,1
I going to school by bus.,0
The cat chased its tail.,1
He very tired after work.,0
John will arrive early to help with the preparations.,1
You can go cinema without me.,0
The dog wagged its tail happily.,1
He happy because birthday.,0
The garden is full of blooming flowers.,1
She can plays guitar very well.,0
Water boils at 100 degrees Celsius.,1
I goes to school every day.,0
She came in quietly so as not to wake the baby.,1
I needing your help to finish this.,0
"Despite the rain, we had a great time at the concert.",1
The dinner was very taste.,0
The sun rises in the east and sets in the west.,1
She beautiful girl who loves dogs.,0
It's raining cats and dogs.,1
I need to buy apple.,0
Shakespeare was a playwright and a poet.,1
I going to school by bus.,0
The cat chased its tail.,1
He very tired after work.,0
John will arrive early to help with the preparations.,1
You can go cinema without me.,0
The dog wagged its tail happily.,1
He happy because birthday.,0
The garden is full of blooming flowers.,1
She can plays guitar very well.,0
Water boils at 100 degrees Celsius.,1
I goes to school every day.,0
She came in quietly so as not to wake the baby.,1
I needing your help to finish this.,0
"Despite the rain, we had a great time at the concert.",1
The dinner was very taste.,0
The sun rises in the east and sets in the west.,1
She beautiful girl who loves dogs.,0
It's raining cats and dogs.,1
I need to buy apple.,0
Shakespeare was a playwright and a poet.,1
I going to school by bus.,0
The cat chased its tail.,1
He very tired after work.,0
John will arrive early to help with the preparations.,1
You can go cinema without me.,0
The dog wagged its tail happily.,1
He happy because birthday.,0
The garden is full of blooming flowers.,1
She can plays guitar very well.,0
Water boils at 100 degrees Celsius.,1
I goes to school every day.,0
She came in quietly so as not to wake the baby.,1
I needing your help to finish this.,0
"Despite the rain, we had a great time at the concert.",1
The dinner was very taste.,0
The sun rises in the east and sets in the west.,1
She beautiful girl who loves dogs.,0
It's raining cats and dogs.,1
I need to buy apple.,0
Shakespeare was a playwright and a poet.,1
I going to school by bus.,0
The cat chased its tail.,1
He very tired after work.,0
John will arrive early to help with the preparations.,1
You can go cinema without me.,0
The dog wagged its tail happily.,1
He happy because birthday.,0
The garden is full of blooming flowers.,1
She can plays guitar very well.,0
Water boils at 100 degrees Celsius.,1
I goes to school every day.,0
She came in quietly so as not to wake the baby.,1
I needing your help to finish this.,0
"Despite the rain, we had a great time at the concert.",1
The dinner was very taste.,0
The sun rises in the east and sets in the west.,1
She beautiful girl who loves dogs.,0
It's raining cats and dogs.,1
I need to buy apple.,0
Shakespeare was a playwright and a poet.,1
I going to school by bus.,0
The cat chased its tail.,1
He very tired after work.,0
John will arrive early to help with the preparations.,1
You can go cinema without me.,0
The dog wagged its tail happily.,1
He happy because birthday.,0
The garden is full of blooming flowers.,1
She can plays guitar very well.,0
Water boils at 100 degrees Celsius.,1
I goes to school every day.,0
She came in quietly so as not to wake the baby.,1
I needing your help to finish this.,0
"Despite the rain, we had a great time at the concert.",1
The dinner was very taste.,0
The sun rises in the east and sets in the west.,1
She beautiful girl who loves dogs.,0
It's raining cats and dogs.,1
I need to buy apple.,0
Shakespeare was a playwright and a poet.,1
I going to school by bus.,0
The cat chased its tail.,1
He very tired after work.,0
John will arrive early to help with the preparations.,1
You can go cinema without me.,0
The dog wagged its tail happily.,1
He happy because birthday.,0
The garden is full of blooming flowers.,1
She can plays guitar very well.,0
Water boils at 100 degrees Celsius.,1
I goes to school every day.,0
She came in quietly so as not to wake the baby.,1
I needing your help to finish this.,0
"Despite the rain, we had a great time at the concert.",1
The dinner was very taste.,0
The sun rises in the east and sets in the west.,1
She beautiful girl who loves dogs.,0
It's raining cats and dogs.,1
I need to buy apple.,0
Shakespeare was a playwright and a poet.,1
I going to school by bus.,0
The cat chased its tail.,1
He very tired after work.,0
John will arrive early to help with the preparations.,1
You can go cinema without me.,0
The dog wagged its tail happily.,1
He happy because birthday.,0
The garden is full of blooming flowers.,1
She can plays guitar very well.,0
Water boils at 100 degrees Celsius.,1
I goes to school every day.,0
She came in quietly so as not to wake the baby.,1
I needing your help to finish this.,0
"Despite the rain, we had a great time at the concert.",1
The dinner was very taste.,0
The early bird catches the worm.,1
You likes watching movies.,0
"To err is human, to forgive divine.",0
He no go to school yesterday.,0
Actions speak louder than words.,1
Me like playing football.,0
Time and tide wait for no man.,1
She enjoying to read books.,0
Variety is the spice of life.,1
We goes to the park every Sunday.,0
Every cloud has a silver lining.,1
He don't know how to swim.,0
The pen is mightier than the sword.,1
I watches television in the night.,0
Necessity is the mother of invention.,1
They does exercise daily for health.,0
All that glitters is not gold.,1
She can sings very well.,0
"When the going gets tough, the tough get going.",1
He likes play basketball after school.,0
The early bird catches the worm.,1
You likes watching movies.,0
"To err is human, to forgive divine.",0
He no go to school yesterday.,0
Actions speak louder than words.,1
Me like playing football.,0
Time and tide wait for no man.,1
She enjoying to read books.,0
Variety is the spice of life.,1
We goes to the park every Sunday.,0
Every cloud has a silver lining.,1
He don't know how to swim.,0
The pen is mightier than the sword.,1
I watches television in the night.,0
Necessity is the mother of invention.,1
They does exercise daily for health.,0
All that glitters is not gold.,1
She can sings very well.,0
"When the going gets tough, the tough get going.",1
He likes play basketball after school.,0
The early bird catches the worm.,1
You likes watching movies.,0
"To err is human, to forgive divine.",0
He no go to school yesterday.,0
Actions speak louder than words.,1
Me like playing football.,0
Time and tide wait for no man.,1
She enjoying to read books.,0
Variety is the spice of life.,1
We goes to the park every Sunday.,0
Every cloud has a silver lining.,1
He don't know how to swim.,0
The pen is mightier than the sword.,1
I watches television in the night.,0
Necessity is the mother of invention.,1
They does exercise daily for health.,0
All that glitters is not gold.,1
She can sings very well.,0
"When the going gets tough, the tough get going.",1
He likes play basketball after school.,0
The early bird catches the worm.,1
You likes watching movies.,0
"To err is human, to forgive divine.",0
He no go to school yesterday.,0
Actions speak louder than words.,1
Me like playing football.,0
Time and tide wait for no man.,1
She enjoying to read books.,0
Variety is the spice of life.,1
We goes to the park every Sunday.,0
Every cloud has a silver lining.,1
He don't know how to swim.,0
The pen is mightier than the sword.,1
I watches television in the night.,0
Necessity is the mother of invention.,1
They does exercise daily for health.,0
All that glitters is not gold.,1
She can sings very well.,0
"When the going gets tough, the tough get going.",1
He likes play basketball after school.,0
The early bird catches the worm.,1
You likes watching movies.,0
"To err is human, to forgive divine.",0
He no go to school yesterday.,0
Actions speak louder than words.,1
Me like playing football.,0
Time and tide wait for no man.,1
She enjoying to read books.,0
Variety is the spice of life.,1
We goes to the park every Sunday.,0
Every cloud has a silver lining.,1
He don't know how to swim.,0
The pen is mightier than the sword.,1
I watches television in the night.,0
Necessity is the mother of invention.,1
They does exercise daily for health.,0
All that glitters is not gold.,1
She can sings very well.,0
"When the going gets tough, the tough get going.",1
He likes play basketball after school.,0
The early bird catches the worm.,1
You likes watching movies.,0
"To err is human, to forgive divine.",0
He no go to school yesterday.,0
Actions speak louder than words.,1
Me like playing football.,0
Time and tide wait for no man.,1
She enjoying to read books.,0
Variety is the spice of life.,1
We goes to the park every Sunday.,0
Every cloud has a silver lining.,1
He don't know how to swim.,0
The pen is mightier than the sword.,1
I watches television in the night.,0
Necessity is the mother of invention.,1
They does exercise daily for health.,0
All that glitters is not gold.,1
She can sings very well.,0
"When the going gets tough, the tough get going.",1
He likes play basketball after school.,0
The early bird catches the worm.,1
You likes watching movies.,0
"To err is human, to forgive divine.",0
He no go to school yesterday.,0
Actions speak louder than words.,1
Me like playing football.,0
Time and tide wait for no man.,1
She enjoying to read books.,0
Variety is the spice of life.,1
We goes to the park every Sunday.,0
Every cloud has a silver lining.,1
He don't know how to swim.,0
The pen is mightier than the sword.,1
I watches television in the night.,0
Necessity is the mother of invention.,1
They does exercise daily for health.,0
All that glitters is not gold.,1
She can sings very well.,0
"When the going gets tough, the tough get going.",1
He likes play basketball after school.,0
The early bird catches the worm.,1
You likes watching movies.,0
"To err is human, to forgive divine.",0
He no go to school yesterday.,0
Actions speak louder than words.,1
Me like playing football.,0
Time and tide wait for no man.,1
She enjoying to read books.,0
Variety is the spice of life.,1
We goes to the park every Sunday.,0
Every cloud has a silver lining.,1
He don't know how to swim.,0
The pen is mightier than the sword.,1
I watches television in the night.,0
Necessity is the mother of invention.,1
They does exercise daily for health.,0
All that glitters is not gold.,1
She can sings very well.,0
"When the going gets tough, the tough get going.",1
He likes play basketball after school.,0
The early bird catches the worm.,1
You likes watching movies.,0
"To err is human, to forgive divine.",0
He no go to school yesterday.,0
Actions speak louder than words.,1
Me like playing football.,0
Time and tide wait for no man.,1
She enjoying to read books.,0
Variety is the spice of life.,1
We goes to the park every Sunday.,0
Every cloud has a silver lining.,1
He don't know how to swim.,0
The pen is mightier than the sword.,1
I watches television in the night.,0
Necessity is the mother of invention.,1
They does exercise daily for health.,0
All that glitters is not gold.,1
She can sings very well.,0
"When the going gets tough, the tough get going.",1
He likes play basketball after school.,0
The early bird catches the worm.,1
You likes watching movies.,0
"To err is human, to forgive divine.",0
He no go to school yesterday.,0
Actions speak louder than words.,1
Me like playing football.,0
Time and tide wait for no man.,1
She enjoying to read books.,0
Variety is the spice of life.,1
We goes to the park every Sunday.,0
Every cloud has a silver lining.,1
He don't know how to swim.,0
The pen is mightier than the sword.,1
I watches television in the night.,0
Necessity is the mother of invention.,1
They does exercise daily for health.,0
All that glitters is not gold.,1
She can sings very well.,0
"When the going gets tough, the tough get going.",1
He likes play basketball after school.,0
The early bird catches the worm.,1
You likes watching movies.,0
"To err is human, to forgive divine.",0
He no go to school yesterday.,0
Actions speak louder than words.,1
Me like playing football.,0
Time and tide wait for no man.,1
She enjoying to read books.,0
Variety is the spice of life.,1
We goes to the park every Sunday.,0
Every cloud has a silver lining.,1
He don't know how to swim.,0
The pen is mightier than the sword.,1
I watches television in the night.,0
Necessity is the mother of invention.,1
They does exercise daily for health.,0
All that glitters is not gold.,1
She can sings very well.,0
"When the going gets tough, the tough get going.",1
He likes play basketball after school.,0
The early bird catches the worm.,1
You likes watching movies.,0
"To err is human, to forgive divine.",0
He no go to school yesterday.,0
Actions speak louder than words.,1
Me like playing football.,0
Time and tide wait for no man.,1
She enjoying to read books.,0
Variety is the spice of life.,1
We goes to the park every Sunday.,0
Every cloud has a silver lining.,1
He don't know how to swim.,0
The pen is mightier than the sword.,1
I watches television in the night.,0
Necessity is the mother of invention.,1
They does exercise daily for health.,0
All that glitters is not gold.,1
She can sings very well.,0
"When the going gets tough, the tough get going.",1
He likes play basketball after school.,0
The early bird catches the worm.,1
You likes watching movies.,0
"To err is human, to forgive divine.",0
He no go to school yesterday.,0
Actions speak louder than words.,1
Me like playing football.,0
Time and tide wait for no man.,1
She enjoying to read books.,0
Variety is the spice of life.,1
We goes to the park every Sunday.,0
Every cloud has a silver lining.,1
He don't know how to swim.,0
The pen is mightier than the sword.,1
I watches television in the night.,0
Necessity is the mother of invention.,1
They does exercise daily for health.,0
All that glitters is not gold.,1
She can sings very well.,0
"When the going gets tough, the tough get going.",1
He likes play basketball after school.,0
The early bird catches the worm.,1
You likes watching movies.,0
"To err is human, to forgive divine.",0
He no go to school yesterday.,0
Actions speak louder than words.,1
Me like playing football.,0
Time and tide wait for no man.,1
She enjoying to read books.,0
Variety is the spice of life.,1
We goes to the park every Sunday.,0
Every cloud has a silver lining.,1
He don't know how to swim.,0
The pen is mightier than the sword.,1
I watches television in the night.,0
Necessity is the mother of invention.,1
They does exercise daily for health.,0
All that glitters is not gold.,1
She can sings very well.,0
"When the going gets tough, the tough get going.",1
He likes play basketball after school.,0
The early bird catches the worm.,1
You likes watching movies.,0
"To err is human, to forgive divine.",0
He no go to school yesterday.,0
Actions speak louder than words.,1
Me like playing football.,0
Time and tide wait for no man.,1
She enjoying to read books.,0
Variety is the spice of life.,1
We goes to the park every Sunday.,0
Every cloud has a silver lining.,1
He don't know how to swim.,0
The pen is mightier than the sword.,1
I watches television in the night.,0
Necessity is the mother of invention.,1
They does exercise daily for health.,0
All that glitters is not gold.,1
She can sings very well.,0
"When the going gets tough, the tough get going.",1
He likes play basketball after school.,0
The early bird catches the worm.,1
You likes watching movies.,0
"To err is human, to forgive divine.",0
He no go to school yesterday.,0
Actions speak louder than words.,1
Me like playing football.,0
Time and tide wait for no man.,1
She enjoying to read books.,0
Variety is the spice of life.,1
We goes to the park every Sunday.,0
Every cloud has a silver lining.,1
He don't know how to swim.,0
The pen is mightier than the sword.,1
I watches television in the night.,0
Necessity is the mother of invention.,1
They does exercise daily for health.,0
All that glitters is not gold.,1
She can sings very well.,0
"When the going gets tough, the tough get going.",1
He likes play basketball after school.,0
The early bird catches the worm.,1
You likes watching movies.,0
"To err is human, to forgive divine.",0
He no go to school yesterday.,0
Actions speak louder than words.,1
Me like playing football.,0
Time and tide wait for no man.,1
She enjoying to read books.,0
Variety is the spice of life.,1
We goes to the park every Sunday.,0
Every cloud has a silver lining.,1
He don't know how to swim.,0
The pen is mightier than the sword.,1
I watches television in the night.,0
Necessity is the mother of invention.,1
They does exercise daily for health.,0
All that glitters is not gold.,1
She can sings very well.,0
"When the going gets tough, the tough get going.",1
He likes play basketball after school.,0
The early bird catches the worm.,1
You likes watching movies.,0
"To err is human, to forgive divine.",0
He no go to school yesterday.,0
Actions speak louder than words.,1
Me like playing football.,0
Time and tide wait for no man.,1
She enjoying to read books.,0
Variety is the spice of life.,1
We goes to the park every Sunday.,0
Every cloud has a silver lining.,1
He don't know how to swim.,0
The pen is mightier than the sword.,1
I watches television in the night.,0
Necessity is the mother of invention.,1
They does exercise daily for health.,0
All that glitters is not gold.,1
She can sings very well.,0
"When the going gets tough, the tough get going.",1
He likes play basketball after school.,0
The early bird catches the worm.,1
You likes watching movies.,0
"To err is human, to forgive divine.",0
He no go to school yesterday.,0
Actions speak louder than words.,1
Me like playing football.,0
Time and tide wait for no man.,1
She enjoying to read books.,0
Variety is the spice of life.,1
We goes to the park every Sunday.,0
Every cloud has a silver lining.,1
He don't know how to swim.,0
The pen is mightier than the sword.,1
I watches television in the night.,0
Necessity is the mother of invention.,1
They does exercise daily for health.,0
All that glitters is not gold.,1
She can sings very well.,0
"When the going gets tough, the tough get going.",1
He likes play basketball after school.,0
The early bird catches the worm.,1
You likes watching movies.,0
"To err is human, to forgive divine.",0
He no go to school yesterday.,0
Actions speak louder than words.,1
Me like playing football.,0
Time and tide wait for no man.,1
She enjoying to read books.,0
Variety is the spice of life.,1
We goes to the park every Sunday.,0
Every cloud has a silver lining.,1
He don't know how to swim.,0
The pen is mightier than the sword.,1
I watches television in the night.,0
Necessity is the mother of invention.,1
They does exercise daily for health.,0
All that glitters is not gold.,1
She can sings very well.,0
"When the going gets tough, the tough get going.",1
He likes play basketball after school.,0
The quick brown fox jumps over the lazy dog.,1
I seen the cat go into the house.,0
She sells seashells by the seashore.,1
She sell seashells in seashore.,0
"Love all, trust a few, do wrong to none.",1
To park we go for having fun.,0
"It's not the size of the dog in the fight, but the size of the fight in the dog.",1
Everyday football I play with friends.,0
All's well that ends well.,1
I interest very in science subject.,0
"John, can you handle this task for me?",1
You cook dinner tonight will?,0
Brevity is the soul of wit.,1
Rain heavily it's outside.,0
"She had a lively, playful disposition, which delighted in anything ridiculous.",1
He is having two cars and three houses.,0
"His accusation hit home, and the employee's jaw tightened.",1
She can play the piano beautifully.,0
Time and tide wait for no man.,1
The bread needs to eat.,0
The quick brown fox jumps over the lazy dog.,1
I seen the cat go into the house.,0
She sells seashells by the seashore.,1
She sell seashells in seashore.,0
"Love all, trust a few, do wrong to none.",1
To park we go for having fun.,0
"It's not the size of the dog in the fight, but the size of the fight in the dog.",1
Everyday football I play with friends.,0
All's well that ends well.,1
I interest very in science subject.,0
"John, can you handle this task for me?",1
You cook dinner tonight will?,0
Brevity is the soul of wit.,1
Rain heavily it's outside.,0
"She had a lively, playful disposition, which delighted in anything ridiculous.",1
He is having two cars and three houses.,0
"His accusation hit home, and the employee's jaw tightened.",1
She can play the piano beautifully.,0
Time and tide wait for no man.,1
The bread needs to eat.,0
The quick brown fox jumps over the lazy dog.,1
I seen the cat go into the house.,0
She sells seashells by the seashore.,1
She sell seashells in seashore.,0
"Love all, trust a few, do wrong to none.",1
To park we go for having fun.,0
"It's not the size of the dog in the fight, but the size of the fight in the dog.",1
Everyday football I play with friends.,0
All's well that ends well.,1
I interest very in science subject.,0
"John, can you handle this task for me?",1
You cook dinner tonight will?,0
Brevity is the soul of wit.,1
Rain heavily it's outside.,0
"She had a lively, playful disposition, which delighted in anything ridiculous.",1
He is having two cars and three houses.,0
"His accusation hit home, and the employee's jaw tightened.",1
She can play the piano beautifully.,0
Time and tide wait for no man.,1
The bread needs to eat.,0
The quick brown fox jumps over the lazy dog.,1
I seen the cat go into the house.,0
She sells seashells by the seashore.,1
She sell seashells in seashore.,0
"Love all, trust a few, do wrong to none.",1
To park we go for having fun.,0
"It's not the size of the dog in the fight, but the size of the fight in the dog.",1
Everyday football I play with friends.,0
All's well that ends well.,1
I interest very in science subject.,0
"John, can you handle this task for me?",1
You cook dinner tonight will?,0
Brevity is the soul of wit.,1
Rain heavily it's outside.,0
"She had a lively, playful disposition, which delighted in anything ridiculous.",1
He is having two cars and three houses.,0
"His accusation hit home, and the employee's jaw tightened.",1
She can play the piano beautifully.,0
Time and tide wait for no man.,1
The bread needs to eat.,0
The quick brown fox jumps over the lazy dog.,1
I seen the cat go into the house.,0
She sells seashells by the seashore.,1
She sell seashells in seashore.,0
"Love all, trust a few, do wrong to none.",1
To park we go for having fun.,0
"It's not the size of the dog in the fight, but the size of the fight in the dog.",1
Everyday football I play with friends.,0
All's well that ends well.,1
I interest very in science subject.,0
"John, can you handle this task for me?",1
You cook dinner tonight will?,0
Brevity is the soul of wit.,1
Rain heavily it's outside.,0
"She had a lively, playful disposition, which delighted in anything ridiculous.",1
He is having two cars and three houses.,0
"His accusation hit home, and the employee's jaw tightened.",1
She can play the piano beautifully.,0
Time and tide wait for no man.,1
The bread needs to eat.,0
The quick brown fox jumps over the lazy dog.,1
I seen the cat go into the house.,0
She sells seashells by the seashore.,1
She sell seashells in seashore.,0
"Love all, trust a few, do wrong to none.",1
To park we go for having fun.,0
"It's not the size of the dog in the fight, but the size of the fight in the dog.",1
Everyday football I play with friends.,0
All's well that ends well.,1
I interest very in science subject.,0
"John, can you handle this task for me?",1
You cook dinner tonight will?,0
Brevity is the soul of wit.,1
Rain heavily it's outside.,0
"She had a lively, playful disposition, which delighted in anything ridiculous.",1
He is having two cars and three houses.,0
"His accusation hit home, and the employee's jaw tightened.",1
She can play the piano beautifully.,0
Time and tide wait for no man.,1
The bread needs to eat.,0
The quick brown fox jumps over the lazy dog.,1
I seen the cat go into the house.,0
She sells seashells by the seashore.,1
She sell seashells in seashore.,0
"Love all, trust a few, do wrong to none.",1
To park we go for having fun.,0
"It's not the size of the dog in the fight, but the size of the fight in the dog.",1
Everyday football I play with friends.,0
All's well that ends well.,1
I interest very in science subject.,0
"John, can you handle this task for me?",1
You cook dinner tonight will?,0
Brevity is the soul of wit.,1
Rain heavily it's outside.,0
"She had a lively, playful disposition, which delighted in anything ridiculous.",1
He is having two cars and three houses.,0
"His accusation hit home, and the employee's jaw tightened.",1
She can play the piano beautifully.,0
Time and tide wait for no man.,1
The bread needs to eat.,0
The quick brown fox jumps over the lazy dog.,1
I seen the cat go into the house.,0
She sells seashells by the seashore.,1
She sell seashells in seashore.,0
"Love all, trust a few, do wrong to none.",1
To park we go for having fun.,0
"It's not the size of the dog in the fight, but the size of the fight in the dog.",1
Everyday football I play with friends.,0
All's well that ends well.,1
I interest very in science subject.,0
"John, can you handle this task for me?",1
You cook dinner tonight will?,0
Brevity is the soul of wit.,1
Rain heavily it's outside.,0
"She had a lively, playful disposition, which delighted in anything ridiculous.",1
He is having two cars and three houses.,0
"His accusation hit home, and the employee's jaw tightened.",1
She can play the piano beautifully.,0
Time and tide wait for no man.,1
The bread needs to eat.,0
The quick brown fox jumps over the lazy dog.,1
I seen the cat go into the house.,0
She sells seashells by the seashore.,1
She sell seashells in seashore.,0
"Love all, trust a few, do wrong to none.",1
To park we go for having fun.,0
"It's not the size of the dog in the fight, but the size of the fight in the dog.",1
Everyday football I play with friends.,0
All's well that ends well.,1
I interest very in science subject.,0
"John, can you handle this task for me?",1
You cook dinner tonight will?,0
Brevity is the soul of wit.,1
Rain heavily it's outside.,0
"She had a lively, playful disposition, which delighted in anything ridiculous.",1
He is having two cars and three houses.,0
"His accusation hit home, and the employee's jaw tightened.",1
She can play the piano beautifully.,0
Time and tide wait for no man.,1
The bread needs to eat.,0
The quick brown fox jumps over the lazy dog.,1
I seen the cat go into the house.,0
She sells seashells by the seashore.,1
She sell seashells in seashore.,0
"Love all, trust a few, do wrong to none.",1
To park we go for having fun.,0
"It's not the size of the dog in the fight, but the size of the fight in the dog.",1
Everyday football I play with friends.,0
All's well that ends well.,1
I interest very in science subject.,0
"John, can you handle this task for me?",1
You cook dinner tonight will?,0
Brevity is the soul of wit.,1
Rain heavily it's outside.,0
"She had a lively, playful disposition, which delighted in anything ridiculous.",1
He is having two cars and three houses.,0
"His accusation hit home, and the employee's jaw tightened.",1
She can play the piano beautifully.,0
Time and tide wait for no man.,1
The bread needs to eat.,0
The quick brown fox jumps over the lazy dog.,1
I seen the cat go into the house.,0
She sells seashells by the seashore.,1
She sell seashells in seashore.,0
"Love all, trust a few, do wrong to none.",1
To park we go for having fun.,0
"It's not the size of the dog in the fight, but the size of the fight in the dog.",1
Everyday football I play with friends.,0
All's well that ends well.,1
I interest very in science subject.,0
"John, can you handle this task for me?",1
You cook dinner tonight will?,0
Brevity is the soul of wit.,1
Rain heavily it's outside.,0
"She had a lively, playful disposition, which delighted in anything ridiculous.",1
He is having two cars and three houses.,0
"His accusation hit home, and the employee's jaw tightened.",1
She can play the piano beautifully.,0
Time and tide wait for no man.,1
The bread needs to eat.,0
The quick brown fox jumps over the lazy dog.,1
I seen the cat go into the house.,0
She sells seashells by the seashore.,1
She sell seashells in seashore.,0
"Love all, trust a few, do wrong to none.",1
To park we go for having fun.,0
"It's not the size of the dog in the fight, but the size of the fight in the dog.",1
Everyday football I play with friends.,0
All's well that ends well.,1
I interest very in science subject.,0
"John, can you handle this task for me?",1
You cook dinner tonight will?,0
Brevity is the soul of wit.,1
Rain heavily it's outside.,0
"She had a lively, playful disposition, which delighted in anything ridiculous.",1
He is having two cars and three houses.,0
"His accusation hit home, and the employee's jaw tightened.",1
She can play the piano beautifully.,0
Time and tide wait for no man.,1
The bread needs to eat.,0
The quick brown fox jumps over the lazy dog.,1
I seen the cat go into the house.,0
She sells seashells by the seashore.,1
She sell seashells in seashore.,0
"Love all, trust a few, do wrong to none.",1
To park we go for having fun.,0
"It's not the size of the dog in the fight, but the size of the fight in the dog.",1
Everyday football I play with friends.,0
All's well that ends well.,1
I interest very in science subject.,0
"John, can you handle this task for me?",1
You cook dinner tonight will?,0
Brevity is the soul of wit.,1
Rain heavily it's outside.,0
"She had a lively, playful disposition, which delighted in anything ridiculous.",1
He is having two cars and three houses.,0
"His accusation hit home, and the employee's jaw tightened.",1
She can play the piano beautifully.,0
Time and tide wait for no man.,1
The bread needs to eat.,0
The quick brown fox jumps over the lazy dog.,1
I seen the cat go into the house.,0
She sells seashells by the seashore.,1
She sell seashells in seashore.,0
"Love all, trust a few, do wrong to none.",1
To park we go for having fun.,0
"It's not the size of the dog in the fight, but the size of the fight in the dog.",1
Everyday football I play with friends.,0
All's well that ends well.,1
I interest very in science subject.,0
"John, can you handle this task for me?",1
You cook dinner tonight will?,0
Brevity is the soul of wit.,1
Rain heavily it's outside.,0
"She had a lively, playful disposition, which delighted in anything ridiculous.",1
He is having two cars and three houses.,0
"His accusation hit home, and the employee's jaw tightened.",1
She can play the piano beautifully.,0
Time and tide wait for no man.,1
The bread needs to eat.,0
The quick brown fox jumps over the lazy dog.,1
I seen the cat go into the house.,0
She sells seashells by the seashore.,1
She sell seashells in seashore.,0
"Love all, trust a few, do wrong to none.",1
To park we go for having fun.,0
"It's not the size of the dog in the fight, but the size of the fight in the dog.",1
Everyday football I play with friends.,0
All's well that ends well.,1
I interest very in science subject.,0
"John, can you handle this task for me?",1
You cook dinner tonight will?,0
Brevity is the soul of wit.,1
Rain heavily it's outside.,0
"She had a lively, playful disposition, which delighted in anything ridiculous.",1
He is having two cars and three houses.,0
"His accusation hit home, and the employee's jaw tightened.",1
She can play the piano beautifully.,0
Time and tide wait for no man.,1
The bread needs to eat.,0
The quick brown fox jumps over the lazy dog.,1
I seen the cat go into the house.,0
She sells seashells by the seashore.,1
She sell seashells in seashore.,0
"Love all, trust a few, do wrong to none.",1
To park we go for having fun.,0
"It's not the size of the dog in the fight, but the size of the fight in the dog.",1
Everyday football I play with friends.,0
All's well that ends well.,1
I interest very in science subject.,0
"John, can you handle this task for me?",1
You cook dinner tonight will?,0
Brevity is the soul of wit.,1
Rain heavily it's outside.,0
"She had a lively, playful disposition, which delighted in anything ridiculous.",1
He is having two cars and three houses.,0
"His accusation hit home, and the employee's jaw tightened.",1
She can play the piano beautifully.,0
Time and tide wait for no man.,1
The bread needs to eat.,0
The quick brown fox jumps over the lazy dog.,1
I seen the cat go into the house.,0
She sells seashells by the seashore.,1
She sell seashells in seashore.,0
"Love all, trust a few, do wrong to none.",1
To park we go for having fun.,0
"It's not the size of the dog in the fight, but the size of the fight in the dog.",1
Everyday football I play with friends.,0
All's well that ends well.,1
I interest very in science subject.,0
"John, can you handle this task for me?",1
You cook dinner tonight will?,0
Brevity is the soul of wit.,1
Rain heavily it's outside.,0
"She had a lively, playful disposition, which delighted in anything ridiculous.",1
He is having two cars and three houses.,0
"His accusation hit home, and the employee's jaw tightened.",1
She can play the piano beautifully.,0
Time and tide wait for no man.,1
The bread needs to eat.,0
The quick brown fox jumps over the lazy dog.,1
I seen the cat go into the house.,0
She sells seashells by the seashore.,1
She sell seashells in seashore.,0
"Love all, trust a few, do wrong to none.",1
To park we go for having fun.,0
"It's not the size of the dog in the fight, but the size of the fight in the dog.",1
Everyday football I play with friends.,0
All's well that ends well.,1
I interest very in science subject.,0
"John, can you handle this task for me?",1
You cook dinner tonight will?,0
Brevity is the soul of wit.,1
Rain heavily it's outside.,0
"She had a lively, playful disposition, which delighted in anything ridiculous.",1
He is having two cars and three houses.,0
"His accusation hit home, and the employee's jaw tightened.",1
She can play the piano beautifully.,0
Time and tide wait for no man.,1
The bread needs to eat.,0
The quick brown fox jumps over the lazy dog.,1
I seen the cat go into the house.,0
She sells seashells by the seashore.,1
She sell seashells in seashore.,0
"Love all, trust a few, do wrong to none.",1
To park we go for having fun.,0
"It's not the size of the dog in the fight, but the size of the fight in the dog.",1
Everyday football I play with friends.,0
All's well that ends well.,1
I interest very in science subject.,0
"John, can you handle this task for me?",1
You cook dinner tonight will?,0
Brevity is the soul of wit.,1
Rain heavily it's outside.,0
"She had a lively, playful disposition, which delighted in anything ridiculous.",1
He is having two cars and three houses.,0
"His accusation hit home, and the employee's jaw tightened.",1
She can play the piano beautifully.,0
Time and tide wait for no man.,1
The bread needs to eat.,0
The quick brown fox jumps over the lazy dog.,1
I seen the cat go into the house.,0
She sells seashells by the seashore.,1
She sell seashells in seashore.,0
"Love all, trust a few, do wrong to none.",1
To park we go for having fun.,0
"It's not the size of the dog in the fight, but the size of the fight in the dog.",1
Everyday football I play with friends.,0
All's well that ends well.,1
I interest very in science subject.,0
"John, can you handle this task for me?",1
You cook dinner tonight will?,0
Brevity is the soul of wit.,1
Rain heavily it's outside.,0
"She had a lively, playful disposition, which delighted in anything ridiculous.",1
He is having two cars and three houses.,0
